id,eng,ar1,ar2
e2911                   ,By testing a variously coloured object from a very large distance the experimenter will find it to be as we have described it.,"وإذا اعتبر المعتبر مبصراً من المبصرات مختلف الألوان من بعد متفاوت فإنه يجده على ما وصفناه.
","وإذا اعتبر المعتبر مبصرا من المبصرات مختلف الألوان من بعد متفاوت فإنه يجده على ما وصفناه.
"
e2912                   ,The reason is [as follows]: The small parts of an object will not be individually visible at a very long distance that exceeds the moderate range with respect to the object as a whole.,والعلة في ذلك أن البعد المتفاوت الخارج عن عرض الاعتدال بالقياس إلى جملة المبصر قد يخفى منه كل واحد من أجزائه الصغار على انفراده.,والعلة في ذلك أن البعد المتفاوت الخارج عن عرض الاعتدال بالقياس إلى جملة المبصر قد يخفى منه كل واحد من أجزائه الصغار على انفراده.
e2913                   ,"For let the variously coloured object be placed at a disproportionately large distance with respect to the object as a whole; let the magnitude of each of the variously coloured parts, or that of any equal object, be invisible from that distance on account of their smallness in relation to that distance, while the object as a whole remains visible because it is large enough as a whole in relation to that distance;","فالمبصر المختلف الألوان إذا كان على بعد متفاوت بالقياس إلى جملة المبصر، وكان كل واحد من أجزائه المختلفة الألوان يخفى مقداره ويخفى كل مبصر يكون على مقداره من البعد لصغر حجمه بالقياس إلى ذلك العد، وكان مقدار جملة المبصر لا يخفى من ذلك البعد لاقتدار جملة حجمه بالقياس إلى ذلك البعد،","فالمبصر المختلف الألوان إذا كان على بعد متفاوت بالقياس إلى جملة المبصر، وكان كل واحد من أجزائه المختلفة الألوان يخفى مقداره ويخفى كل مبصر يكون على مقداره من البعد لصغر حجمه بالقياس إلى ذلك العد، وكان مقدار جملة المبصر لا يخفى من ذلك البعد لاقتدار جملة حجمه بالقياس إلى ذلك البعد،"
e2914                   ,"then sight will perceive the object as a whole at that very large distance from which the object’s small parts become individually invisible, though sight will neither perceive the true form of the object in detail, nor any of the individual parts, provided that the distance is not so excessively large as to make the object as a whole invisible.","فإن البصر يدرك جملة المبصر من ذلك البعد المتفاوت الذي يخفى منه كل واحد من أجزائه على انفرادها، وإن لم يظهر منه حقيقة صورته على تفصيلها، ولم يظهر كل واحد من أجزائه على انفرادها إذا لم يكن البعد في غاية التفاوت الذي يخفى منه جملة المبصر.","فإن البصر يدرك جملة المبصر من ذلك البعد المتفاوت الذي يخفى منه كل واحد من أجزائه على انفرادها، وإن لم يظهر منه حقيقة صورته على تفصيلها، ولم يظهر كل واحد من أجزائه على انفرادها إذا لم يكن البعد في غاية التفاوت الذي يخفى منه جملة المبصر."
e2915                   ,"Now sight invariably perceives an object as a whole, if at all, as being coloured; but it will not discern the different colours of the object’s parts if these parts are not individually perceptible to it; therefore sight will perceive the object as being of a single indeterminate colour if it perceives the object as a whole as coloured without discerning the variety of colours in it.","وإذا أدرك البصر جملة المبصر فهو يدركه ذا لون على تصاريف الأحوال، وإذا لم يدرك كل واحد من أجزائه على انفراده لم يتميز له اختلاف ألوان الأجزاء، وإذا أدرك جملة المبصر ذا لون ولم يتميز له اختلاف الألوان التي فيه يدركه ذا لون واحد مشتبه.
","وإذا أدرك البصر جملة المبصر فهو يدركه ذا لون على تصاريف الأحوال، وإذا لم يدرك كل واحد من أجزائه على انفراده لم يتميز له اختلاف ألوان الأجزاء، وإذا أدرك جملة المبصر ذا لون ولم يتميز له اختلاف الألوان التي فيه يدركه ذا لون واحد مشتبه.
"
e2916                   ,"Therefore, if a variously coloured object whose variously coloured parts are small is placed at a very large distance from which the individual parts and the true form of the object, but not the object as a whole, are invisible,","فالمبصر إذا كان ذا ألوان مختلفة، وكان كل واحد من أجزائه المختلفة الألوان صغير الحجم، وكان المبصر عن البصر بعداً متفاوتاً يخفى منه كل واحد من الأجزاء على انفرادها وتخفى منه حقيقة صورة ذلك المبصر ولا تخفى منه جملة المبصر،","فالمبصر إذا كان ذا ألوان مختلفة، وكان كل واحد من أجزائه المختلفة الألوان صغير الحجم، وكان المبصر عن البصر بعدا متفاوتا يخفى منه كل واحد من الأجزاء على انفرادها وتخفى منه حقيقة صورة ذلك المبصر ولا تخفى منه جملة المبصر،"
e2917                   ,"sight will perceive that object as being of one colour, not many, and thus will err in what it perceives of the object’s colour.",فإن البصر يدرك ذلك المبصر ذا لون واحد وهو ذو ألوان مختلفة فيكون غالطاً فيما يدركه من لونه. ,فإن البصر يدرك ذلك المبصر ذا لون واحد وهو ذو ألوان مختلفة فيكون غالطا فيما يدركه من لونه. 
e2918                   ,"Since colour is perceived by pure sensation, this will be an error in pure sensation. The cause of this error will be that the object is at a distance exceeding the moderate range.","واللون يدرك بمجرد الحس، فيكون هذا الغلط غلطاً في مجرد الحس، ويكون علة هذا الغلط هو خروج بعد المبصر عن عرض الاعتدال.","واللون يدرك بمجرد الحس، فيكون هذا الغلط غلطا في مجرد الحس، ويكون علة هذا الغلط هو خروج بعد المبصر عن عرض الاعتدال."
e2919                   ,"For the variously coloured parts of such an object will be individually perceptible from a moderate distance,","لأن المبصر الذي بهذه الصفة إذا كان على بعد معتدل يصح أن يدرك منه البصر كل واحد من أجزائه المختلفة الألوان على انفراده،","لأن المبصر الذي بهذه الصفة إذا كان على بعد معتدل يصح أن يدرك منه البصر كل واحد من أجزائه المختلفة الألوان على انفراده،"
e2920                   ,"the viewing eye being able to perceive each of these parts and their colours as they are, assuming that the remaining conditions for perceiving the object as it is are within the moderate range.",فإن البصر الناظر إليه يدرك كل واحد من أجزائه على انفرادها ويدرك ألوانها على ما هي عليه إذا كانت المعاني الباقية التي فيه التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.,فإن البصر الناظر إليه يدرك كل واحد من أجزائه على انفرادها ويدرك ألوانها على ما هي عليه إذا كانت المعاني الباقية التي فيه التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.
e2921                   ,It is in some such way that the error of sight in pure sensation may depend on the object’s being at a distance in excess of the moderate range.,"فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج بعد المبصر عن عرض الاعتدال.
","فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج بعد المبصر عن عرض الاعتدال.
"
e2922                   ,"Sight may err in pure sensation because the position of the object falls outside the moderate range. This happens, for example, in the case of an object of various colours, such as dark blue, wine, misannl-green, and the like,",فأما غلط البصر في مجرد الحس من أجل خروج وضع المبصر عن عرض الاعتدال فكالمبصر الذي فيه ألوان مختلفة وتكون ألوانها قوية كالكحلي والخمري والمسني وما يجري مجراها,فأما غلط البصر في مجرد الحس من أجل خروج وضع المبصر عن عرض الاعتدال فكالمبصر الذي فيه ألوان مختلفة وتكون ألوانها قوية كالكحلي والخمري والمسني وما يجري مجراها
e2923                   ,"among which no light colours exist but all are strong and saturated and closely similar. For assume that the object is displaced too far from the position directly opposite the middle of the eye and far from the radial axis, and that the eye is looking at another object on which it fixes its gaze;","ولا يكون فيما بينها شيء من الألوان المسفرة بل تكون جميعها قوية مشبعة ومتقاربة الشبه، ويكون ذلك المبصر مائلاً عن مقابلة وسط البصر ميلاً متفاوتاً وبعيداً عن سهم الشعاع، ويكون البصر محدق إليه،","ولا يكون فيما بينها شيء من الألوان المسفرة بل تكون جميعها قوية مشبعة ومتقاربة الشبه، ويكون ذلك المبصر مائلا عن مقابلة وسط البصر ميلا متفاوتا وبعيدا عن سهم الشعاع، ويكون البصر محدق إليه،"
e2924                   ,"assume, further, that the visual axis (or both visual axes, if vision is achieved by both eyes) meets the object gazed at while the eye (or eyes) perceives the variously coloured object located to one side from the middle of the eye and away from the visual axis; then sight will perceive the object that has such a position as being of one colour.","ويكون البصران أو البصر الواحد مع ذلك يدرك المبصر المختلف الألوان مع ميله عن وسط البصر وبعده عن سهم الشعاع، فإن البصر يدرك المبصر المختلف الألوان إذا كان على هذا الوضع ذا لون واحد.","ويكون البصران أو البصر الواحد مع ذلك يدرك المبصر المختلف الألوان مع ميله عن وسط البصر وبعده عن سهم الشعاع، فإن البصر يدرك المبصر المختلف الألوان إذا كان على هذا الوضع ذا لون واحد."
e2925                   ,"The reason for this was shown in the first chapter of this Book: namely that if the object is displaced too far from the visual axis, its form will be uncertain and indistinct, and the parts of it will be indiscernible.","وإنما ذلك كذلك لما تبين في الفصل الأول من هذه المقالة، وهو أن المبصر إذا كان مائلاً عن سهم الشعاع ميلاً متفاوتاً فإن صورته نكون مشتبهة غير محققة ولا تتميز له أجزاؤه.","وإنما ذلك كذلك لما تبين في الفصل الأول من هذه المقالة، وهو أن المبصر إذا كان مائلا عن سهم الشعاع ميلا متفاوتا فإن صورته نكون مشتبهة غير محققة ولا تتميز له أجزاؤه."
e2926                   ,"If a test is made of a variously coloured object in which the colours are as we described in the first chapter, the object being placed outside the radial axis and very far from it, the experimenter will find the object to be such as we described it, namely that it is of a single uncertain colour.",ومتى اعتبر المعتبر المبصر المختلف الألوان الذي ألوانه على الصفة التي ذكرناها في الفصل الأول وجعل وضعه خارجاً عن سهم الشعاع وبعيداً عنه بعداً متفاوتاً وجده على الصفة التي ذكرناها أعني أنه يجد ذلك المبصر ذا لون واحد مشتبه.,ومتى اعتبر المعتبر المبصر المختلف الألوان الذي ألوانه على الصفة التي ذكرناها في الفصل الأول وجعل وضعه خارجا عن سهم الشعاع وبعيدا عنه بعدا متفاوتا وجده على الصفة التي ذكرناها أعني أنه يجد ذلك المبصر ذا لون واحد مشتبه.
e2927                   ,"Sight will therefore err in what it perceives of the colour of this object. And since colour is perceived by pure sensation, this will be an error in pure sensation; and the cause of this error will be that the position of the object falls outside the moderate range.","وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد، فهو غالط فيما يدركه من لونه، واللون يدرك بمجرد الحس، فيكون هذا الغلط غلطاً في مجرد الحس، ويكون علة هذا الغلط هو خروج وضع المبصر عن عرض الاعتدال.","وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد، فهو غالط فيما يدركه من لونه، واللون يدرك بمجرد الحس، فيكون هذا الغلط غلطا في مجرد الحس، ويكون علة هذا الغلط هو خروج وضع المبصر عن عرض الاعتدال."
e2928                   ,"For, in the case of such a variously coloured object as we have defined, if the eye moves in such a way that the radial axis passes over every point of the object, sight will perceive each of the various colours as it is, provided that the other conditions required for perceiving the object as it is are within the range of moderateness.","لأن المبصر المختلف الألوان الذي على الصفة التي حددناها إذا تحرك البصر حتى يصير سهم الشعاع عليه ويمر بكل نقطة منه، فإن البصر يدرك اختلاف ألوانه ويدرك كل واحد من ألوانه على ما هو عليه، إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.","لأن المبصر المختلف الألوان الذي على الصفة التي حددناها إذا تحرك البصر حتى يصير سهم الشعاع عليه ويمر بكل نقطة منه، فإن البصر يدرك اختلاف ألوانه ويدرك كل واحد من ألوانه على ما هو عليه، إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال."
e2929                   ,It is in some such way that the error of sight in pure sensation may be due to the object’s position being outside the range of moderateness.,فعلى هذه الصفات وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج وضع المبصر عن عرض الاعتدال.,فعلى هذه الصفات وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج وضع المبصر عن عرض الاعتدال.
e2930                   ,"Sight errs in pure sensation when the light in the seen object falls outside the moderate range: this happens, for example, when, again, a variously coloured object in which the colours are strong and closely similar is viewed in the light of a small flame.",فأما غلط البصر في مجرد الحس من أجل خروج الضوء الذي في المبصر عن عرض الاعتدال فكالمبصر المختلف الألوان أيضاً الذي ألوانه قوية ومتقاربة الشبه إذا أدركه البصر في ضوء نار ضعيفة.,فأما غلط البصر في مجرد الحس من أجل خروج الضوء الذي في المبصر عن عرض الاعتدال فكالمبصر المختلف الألوان أيضا الذي ألوانه قوية ومتقاربة الشبه إذا أدركه البصر في ضوء نار ضعيفة.
e2931                   ,"Sight will perceive such an object as being of a single dark colour. For strong colours appear dark in a faint light, and every colour in the variously coloured object we have described will look dark;","فإن البصر يدرك المبصر الذي بهذه الصفة ذا لون واحد مظلم، لأن الألوان القوية إذا كانت في ضوء ضعيف فإنها تظهر مظلمة، وكل واحد من الألوان التي في المبصر المختلف الألوان الذي وصفناه يظهر مظلماً،","فإن البصر يدرك المبصر الذي بهذه الصفة ذا لون واحد مظلم، لأن الألوان القوية إذا كانت في ضوء ضعيف فإنها تظهر مظلمة، وكل واحد من الألوان التي في المبصر المختلف الألوان الذي وصفناه يظهر مظلما،"
e2932                   ,the beholder will take it to be of a single dark colour if he has no prior knowledge of its colours.,"فيظهر جميع المبصر مظلماً، فيظن الناظر أن ذلك المبصر ذو لون واحد مظلم إذا لم يكن قد تقدم علم الناظر بألوانه.","فيظهر جميع المبصر مظلما، فيظن الناظر أن ذلك المبصر ذو لون واحد مظلم إذا لم يكن قد تقدم علم الناظر بألوانه."
e2933                   ,Sight will therefore err in what it perceives of the colour of the object; and this will be an error in pure sensation of which the cause is that the light in the object falls outside the moderate range.,"وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد فهو غالط فيما يدركه من لونه، فيكون هذا الغلط غلطاً في مجرد الحس، وتكون علة هذا الغلط هو خروج الضوء الذي في المبصر عن عرض الاعتدال،","وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد فهو غالط فيما يدركه من لونه، فيكون هذا الغلط غلطا في مجرد الحس، وتكون علة هذا الغلط هو خروج الضوء الذي في المبصر عن عرض الاعتدال،"
e2934                   ,"For sight can perceive the colours of such an object as they are in the presence of a strong light, provided other conditions for perceiving the object as it is fall within the range of moderateness.",لأن المبصر الذي بهذه الصفة إذا كان في ضوء قوي أدرك البصر الألوان التي فيه على ما هي عليه إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.,لأن المبصر الذي بهذه الصفة إذا كان في ضوء قوي أدرك البصر الألوان التي فيه على ما هي عليه إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.
e2935                   ,It is in some such way that sight errs in pure sensation when light falls outside the range of moderateness.,"فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج الضوء عن عرض الاعتدال.
","فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج الضوء عن عرض الاعتدال.
"
e2936                   ,"Sight also errs in pure sensation when the object’s magnitude falls outside the moderate range; this happens, for example, in the case of an object that has variously coloured pores, incisions or points whose colours differ from that of the whole object, assuming that all these are too small to be perceptible and that a single colour spreads over the object as a whole.","فأما غلط البصر في مجرد الحس من أجل خروج الحجم عن عرض الاعتدال فكالمبصر الذي يكون فيه مسام ووشوم ونقط مختلفة الألوان ومخالفة للون جملة المبصر، ويكون كل واحد منها في غاية الصغر وبقدر ما لا يدركه البصر لصغره، ويكون اللون الذي يعم جميع المبصر لوناً واحداً.","فأما غلط البصر في مجرد الحس من أجل خروج الحجم عن عرض الاعتدال فكالمبصر الذي يكون فيه مسام ووشوم ونقط مختلفة الألوان ومخالفة للون جملة المبصر، ويكون كل واحد منها في غاية الصغر وبقدر ما لا يدركه البصر لصغره، ويكون اللون الذي يعم جميع المبصر لونا واحدا."
e2937                   ,"Sight will perceive of such an object only the dominant colour, but not the pores or incisions in it or their colours if they are too small to be seen.","فإن المبصر الذي بهذه الصفة يدرك البصر منه اللون الذي يعم جميعه، ولا يدرك المسام والوشوم التي تكون فيه ولا يدرك ألوانها إذا كانت في غاية الصغر وبقدر ما لا يصح أن يدركها البصر.","فإن المبصر الذي بهذه الصفة يدرك البصر منه اللون الذي يعم جميعه، ولا يدرك المسام والوشوم التي تكون فيه ولا يدرك ألوانها إذا كانت في غاية الصغر وبقدر ما لا يصح أن يدركها البصر."
e2938                   ,"It will perceive such an object as being of a single colour, namely that covering the whole object, though various colours exist in the object.","فيدرك البصر المبصر الذي بهذه الصفة ذا لون واحد، وهو اللون الذي يعم جميعه، والمبصر مع ذلك ذو ألوان مختلفة.","فيدرك البصر المبصر الذي بهذه الصفة ذا لون واحد، وهو اللون الذي يعم جميعه، والمبصر مع ذلك ذو ألوان مختلفة."
e2939                   ,"Sight will therefore err in its perception of the colour of that object, and this will be an error in pure sensation. The cause of this error will be that the magnitude of the variously coloured parts falls outside the moderate range.","فيكون البصر غالطاً فيما يدركه من لون ذلك المبصر ويكون غلطه في مجرد الحس، ويكون علة غلطه هو خروج حجم كل واحد من الأجزاء المختلفة الألوان عن عرض الاعتدال،","فيكون البصر غالطا فيما يدركه من لون ذلك المبصر ويكون غلطه في مجرد الحس، ويكون علة غلطه هو خروج حجم كل واحد من الأجزاء المختلفة الألوان عن عرض الاعتدال،"
e2940                   ,"For when those points and pores are larger sight will perceive them together with their colours and identify all colours in the object of which these are parts, provided other conditions for perceiving the object as it is lie within the moderate range.",لأن تلك النقط وتلك المسام إذا كانت مقاديرها أعظم مما هي عليه فإن البصر يدركها ويدرك ألوانها ويتحقق جميع الأوان التي تكون في المبصر الذي تلك أجزاؤه إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.,لأن تلك النقط وتلك المسام إذا كانت مقاديرها أعظم مما هي عليه فإن البصر يدركها ويدرك ألوانها ويتحقق جميع الأوان التي تكون في المبصر الذي تلك أجزاؤه إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.
e2941                   ,It is in some such way that sight errs in pure sensation when the magnitude falls outside the moderate range.,"فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج الحجم عن عرض الاعتدال.
","فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج الحجم عن عرض الاعتدال.
"
e2942                   ,Sight errs in pure sensation when the opacity of the object tails outside the moderate range:,فأما غلط البصر في مجرد الحس من أجل خروج كثافة المبصر عن عرض الاعتدال,فأما غلط البصر في مجرد الحس من أجل خروج كثافة المبصر عن عرض الاعتدال
e2943                   ,"this happens, for example, in the case of an extremely transparent object in which only a little opacity exists, such as clear and pure crystal or glass that is pure white and thin, if behind these bodies and adhering to them there exists another body with various strong colours,","فكالمبصر الذي يكون في غاية الشفيف وليس فيه من الكثافة إلا قدر يسير كالبلور الصافي النقي وكالزجاج الأبيض النقي البياض الرقيق الحجم إذا كان وراء الجسم منها وملتصقاً به جسم ذو ألوان مختلفة قوية،","فكالمبصر الذي يكون في غاية الشفيف وليس فيه من الكثافة إلا قدر يسير كالبلور الصافي النقي وكالزجاج الأبيض النقي البياض الرقيق الحجم إذا كان وراء الجسم منها وملتصقا به جسم ذو ألوان مختلفة قوية،"
e2944                   ,assuming that sight perceives that object and the colours behind it without the knowledge that they lie behind the object and in the absence of a sign that draws the eye’s attention to their belonging to another body lying behind that body.,"وكان البصر يدرك ذلك المبصر ويدرك الألوان التي تكون من ورائه، وكان مع ذلك لا يعلم أن الألوان التي يدركها هي ألوان من وراء ذلك الجسم، ولم تكن هناك أمارة يتنبه بها البصر على أن الألوان التي يدركها هي ألوان جسم آخر من وراء ذلك الجسم.","وكان البصر يدرك ذلك المبصر ويدرك الألوان التي تكون من ورائه، وكان مع ذلك لا يعلم أن الألوان التي يدركها هي ألوان من وراء ذلك الجسم، ولم تكن هناك أمارة يتنبه بها البصر على أن الألوان التي يدركها هي ألوان جسم آخر من وراء ذلك الجسم."
e2945                   ,"Sight will perceive such a transparent and pure white body as coloured by those colours that appear behind it, and will neither sense its whiteness and the purity of its colour nor acquire the knowledge that it has a single colour.","فإن المبصر المشف النقي البياض الذي بهذه الصفة يدركه البصر متلوناً بالألوان التي تظهر من ورائه، ولا يحس بياضه ونقاء لونه ولا يعلم أنه ذو لون واحد.","فإن المبصر المشف النقي البياض الذي بهذه الصفة يدركه البصر متلونا بالألوان التي تظهر من ورائه، ولا يحس بياضه ونقاء لونه ولا يعلم أنه ذو لون واحد."
e2946                   ,"If, on the other hand, sight perceives a transparent or white object as being of various colours, then it will have erred in regard to the object’s colour. This will be an error in pure sensation, the cause of it being that the object’s opacity has fallen outside the moderate range.","فإذا أدرك البصر المبصر المشف الأبيض ذا ألوان مختلفة فهو غلط في لونه، ويكون غلطه في مجرد الحس، وتكون علة هذا الغلط هو خروج كثافة المبصر المشف عن عرض الاعتدال.","فإذا أدرك البصر المبصر المشف الأبيض ذا ألوان مختلفة فهو غلط في لونه، ويكون غلطه في مجرد الحس، وتكون علة هذا الغلط هو خروج كثافة المبصر المشف عن عرض الاعتدال."
e2947                   ,"For sight is able to perceive an object of much opacity or little transparency together with its colour, even if there exists behind it another body with stronger colours. The [inherent] colour of that object will not be inapparent despite the object’s slight transparency,","لأن المبصر إذا كانت كثافته قوية وكان شفيفه يسيراً فإن البصر يدركه ويدرك لونه، وإن كان وراءه جسم آخر متلون بألوان أقوى من لونه، ولا يخفى لونه مع الشفيف اليسير الذي يكون فيه،","لأن المبصر إذا كانت كثافته قوية وكان شفيفه يسيرا فإن البصر يدركه ويدرك لونه، وإن كان وراءه جسم آخر متلون بألوان أقوى من لونه، ولا يخفى لونه مع الشفيف اليسير الذي يكون فيه،"
e2948                   ,"and, therefore, sight will not perceive the object as variously coloured if other conditions for perceiving the object as it is fall within the moderate range. It is in some such way that sight errs when the object’s opacity falls outside the moderate range.","فلا يدركه البصر ذا ألوان مختلفة إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال. فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج كثافة المبصر عن عرض الاعتدال.
","فلا يدركه البصر ذا ألوان مختلفة إذا كانت المعاني الباقية التي في ذلك المبصر التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال. فعلى هذه الصفة وأمثالها يكون غلط البصر في مجرد الحس من أجل خروج كثافة المبصر عن عرض الاعتدال.
"
e2949                   ,"Sight errs in pure sensation when the transparency of the air falls outside the moderate range: this happens, for example, when the sight perceives the object in thick smoke.",فأما غلط البصر في مجرد الحس من أجل خروج شفيف الهواء عن عرض الاعتدال فكالمبصر الذي يدركه البصر في الدخان القوي.,فأما غلط البصر في مجرد الحس من أجل خروج شفيف الهواء عن عرض الاعتدال فكالمبصر الذي يدركه البصر في الدخان القوي.
e2950                   ,"For when sight perceives an object in smoke, it perceives the object’s colour mixed with that of the smoke; if the object is of a light colour, sight will perceive its colour to be dark, especially when the eye is outside the smoke.","فإن البصر إذا أدرك المبصر في الدخان فإنه يدرك لونه ممتزجاً بلون الدخان، فإذا كان مسفر اللون أدركه البصر مظلم اللون، وخاصة إذا كان البصر خارجاً من الدخان.","فإن البصر إذا أدرك المبصر في الدخان فإنه يدرك لونه ممتزجا بلون الدخان، فإذا كان مسفر اللون أدركه البصر مظلم اللون، وخاصة إذا كان البصر خارجا من الدخان."
e2951                   ,"But if sight perceives the object’s colour as dark when it is light, then it will have erred in regard to colour, and this will be an error in pure sensation, the cause of which is that the transparency of the air has fallen outside the moderate range.","وإذا أدرك لون المبصر مظلماً والمبصر مسفر اللون فهو غلط في لونه، ويكون غلطه في مجرد الحس، وتكون علة هذا الغلط هو خروج شفيف الهواء عن عرض الاعتدال.","وإذا أدرك لون المبصر مظلما والمبصر مسفر اللون فهو غلط في لونه، ويكون غلطه في مجرد الحس، وتكون علة هذا الغلط هو خروج شفيف الهواء عن عرض الاعتدال."
e2952                   ,"For when the air is pure and of clear transparency, sight will truly perceive the colours of objects existing in it, if other conditions for perceiving these objects as they are fall within the moderate range.","لأن الهواء إذا كان نقياً صافي الشفيف أدرك البصر ألوان المبصرات التي تكون فيه على ما هي عليه إذا كانت المعاني الباقية التي في تلك المبصرات التي يتم بها إدراك المبصرات على ما هي عليه في عرض الاعتدال.
","لأن الهواء إذا كان نقيا صافي الشفيف أدرك البصر ألوان المبصرات التي تكون فيه على ما هي عليه إذا كانت المعاني الباقية التي في تلك المبصرات التي يتم بها إدراك المبصرات على ما هي عليه في عرض الاعتدال.
"
e2953                   ,"Sight errs in pure sensation when the duration [of perception] falls outside the range of moderateness. This happens, for example, when a variously coloured object exists in an obscure but not very dark place and the colours are strong and closely similar.",فأما غلط البصر في مجرد الحس من أجل خروج الزمان عن عرض الاعتدال فكالمبصر المختلف الألوان الذي يكون في موضع مغدر وليس بشديد الغدرة وتكون ألوانه قوية ومتقاربة الشبه.,فأما غلط البصر في مجرد الحس من أجل خروج الزمان عن عرض الاعتدال فكالمبصر المختلف الألوان الذي يكون في موضع مغدر وليس بشديد الغدرة وتكون ألوانه قوية ومتقاربة الشبه.
e2954                   ,"Glancing briefly at such an object and then immediately turning away from it, sight will take it to be of a single colour and will not sense its various colours at the moment of glancing at it, provided the light in that place is faint.","فإن البصر إذا لمح المبصر الذي بهذه الصفة في الموضع المغدر لمحة خفيفة ثم التفت عنه في الحال، فإنه يظنه ذا لون واحد ولا يحس باختلاف ألوانه في حال ملاحظته إذا كان الضوء الذي في الموضع يسيراً.","فإن البصر إذا لمح المبصر الذي بهذه الصفة في الموضع المغدر لمحة خفيفة ثم التفت عنه في الحال، فإنه يظنه ذا لون واحد ولا يحس باختلاف ألوانه في حال ملاحظته إذا كان الضوء الذي في الموضع يسيرا."
e2955                   ,"If, however, the eye remains fixed before such an object for an extended interval of time, sight will perceive the various colours provided the place is not too dark.",وإذا ثبت البصر في مقابلة المبصر الذي بهذه الصفة زماناً متنفساً فإنه قد يدرك اختلاف ألوانه إذا لم يكن الموضع مسرف الغدرة.,وإذا ثبت البصر في مقابلة المبصر الذي بهذه الصفة زمانا متنفسا فإنه قد يدرك اختلاف ألوانه إذا لم يكن الموضع مسرف الغدرة.
e2956                   ,"Now if sight perceives a variously coloured object as being of one colour it will have erred in regard to the object’s colour, and this will be an error in pure sensation of which the cause will be that the time during which the object is perceived has fallen outside the range of moderateness.","وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد فهو غالط في لونه، ويكون غلطه في مجرد الحس، ويكون علة غلطه هو خروج الزمان الذي فيه يدرك ذلك المبصر عن عرض الاعتدال.","وإذا أدرك البصر المبصر المختلف الألوان ذا لون واحد فهو غالط في لونه، ويكون غلطه في مجرد الحس، ويكون علة غلطه هو خروج الزمان الذي فيه يدرك ذلك المبصر عن عرض الاعتدال."
e2957                   ,"For when the eye remains fixed before an object having such various colours for a while, sight will perceive the various colours if other conditions for perceiving the object as it is fall within the moderate range.",لأن المبصر المختلف الألوان التي بهذه الصفة إذا ثبت البصر في مقابلته زماناً متنفساً فإنه قد يدرك اختلاف ألوانه إذا كانت المعاني الباقية التي فيه التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.,لأن المبصر المختلف الألوان التي بهذه الصفة إذا ثبت البصر في مقابلته زمانا متنفسا فإنه قد يدرك اختلاف ألوانه إذا كانت المعاني الباقية التي فيه التي بها يتم إدراك المبصر على ما هو عليه في عرض الاعتدال.
e2958                   ,"It is in some such manner, then, that sight errs in pure sensation when the time for perceiving the object falls outside the range ot moderateness.","فعلى هذه الصفة يكون غلط البصر في مجرد الحس من أجل خروج الزمان الذي فيه يدرك البصر المبصر في عرض الاعتدال.
","فعلى هذه الصفة يكون غلط البصر في مجرد الحس من أجل خروج الزمان الذي فيه يدرك البصر المبصر في عرض الاعتدال.
"
